Brand,Title,Rating,Author,Date,Review
Flixbus UK,Was a great experience,5,,2024-11-16T11:47:36.000Z,Was a great experience. Pleasantly surprised.
Flixbus UK,Smooth and comfortable journey thanks to Driver Dave,5,,2024-11-16T13:22:00.000Z,Another great trip on the Flixbus service from Cardiff to London Hammersmith. Driver Dave transported us safely and smoothly up the M4 on a sleek Yutong coach. It may not be the fastest way to travel but it's the least stressful and more comfortable than standing on an overcrowded or delayed train. | Good value - Wi-Fi better than the train too. | Have booked my next journey.
Flixbus UK,Flix bus treating customers like goods leaving us in the cold as usual …,1,,2024-11-15T22:54:37.000Z,"Flix bus today again stuck in the cold at Finchley station for an hour. It start 15 minutes late, 25, 50 , and it’s keep going until it’s 2 hours as they usually does. Treating customers like goods. No respect for customer welfare, getting to our destination very late after 12am. How I wish there is something called zero stars I would have chosen that. It’s unfortunate I bought a couple of tickets in advance"
Flixbus UK,Easy to book,5,,2024-11-15T21:50:31.000Z,Easy to book. Lovely clean new comfortable bus! Great service!
Flixbus UK,Perfect trip on time safe  thankyou,5,,2024-11-15T19:53:24.000Z,
Flixbus UK,Mr jayesh,5,,2024-11-15T17:00:31.000Z,Nice and good esay trip
Flixbus UK,Easy process.,4,,2024-11-15T13:41:58.000Z,Easy process.
Flixbus UK,Everything ran to plan,5,,2024-11-15T11:16:19.000Z,Everything ran to plan. Makes it possible to break free from online and go and see people for real. I'm using it to keep travel costs down and work more widely across the country. We produce 3D virtual tours for our customers.
Flixbus UK,Bus didn't show,1,,2024-11-15T10:37:31.000Z,Bus didn't show. No explanation.
Flixbus UK,Comfortable bus and quick trip!,5,,2024-11-15T09:25:20.000Z,"They let you book the seat next to you for only £2 extra! The internet also works great, something that rarely works on National Express"
Flixbus UK,Great value and reliableorted us from A to B safely and…,4,,2024-11-15T08:23:04.000Z,Transported us from A to B safely and on time. Easy to book and good price. Friendly and helpful driver. No stress and no issues. The only way it could be better would be to pick up in my village and drop at airport entrance but appreciae Bristol airport doing building work so bit of a trek up hill when you get dropped off. Ok for fit and able but could be an issue for others.
Flixbus UK,Straightforward,5,,2024-11-15T03:05:26.000Z,Straightforwrd
Flixbus UK,Great transfer between airports,5,,2024-11-14T23:45:06.000Z,Great transfer between airports. No complaints
Flixbus UK,Wifi is great 😝,5,,2024-11-14T23:37:52.000Z,
Flixbus UK,So easy to book & excellent service…,5,,2024-11-14T22:34:04.000Z,So easy to book & excellent service provided 👍
Flixbus UK,Great experience,5,,2024-11-14T15:09:25.000Z,Great experience
Flixbus UK,NewcastleGlasgowSmiles Better,5,,2024-11-14T12:27:18.000Z,Departed on time from Newcastle arrived safely on time in Glasgow the Coach was driven by two very competent and efficient friendly drivers who were very polite and even gave me a bottle of nicely chilled water on a warm afternoon even at this time of year excellent experience!!
Flixbus UK,1 time Flixbus delay more than 4 hours…,1,,2024-11-13T22:45:46.000Z,"1 time Flixbus delay more than 4 hours and it only gives me 15% off voucher for next time. Then from Barcelona to Paris, Flixbus cancelled my trip - even I already booked 1 month ago"
Flixbus UK,Very good much better than Skyscanner…,5,,2024-11-13T17:52:39.000Z,Very good much better than Skyscanner although that’s irrelevant… rant over😃
Flixbus UK,I will never use them again,1,,2024-11-13T14:38:22.000Z,"I will never use them again. I booked them recently from London to Birmingham return. |  | On the outbound leg the toilet was blocked, there was no wifi and I couldn't charge my phone, 3 of the promised amenities on board. On the return the toilet was disgusting, it clearly had not been cleaned, my seat saw soaking wet and I couldn't change as the bus was full, the wifi again didn't work and from my aisle seat I could not reach the charger ports without leaving cables across the passenger beside me."
Flixbus UK,It was avoidable and it was nice,5,,2024-11-13T14:35:24.000Z,It was avoidable and it was nice
Flixbus UK,Cheap and easy to use,5,,2024-11-13T12:18:48.000Z,"Great site, great price, easy to use"
Flixbus UK,No problems,5,,2024-11-13T07:04:47.000Z,"No problems, just a very smooth, on time journey"
Flixbus UK,This is my first time using Flixbus for…,5,,2024-11-13T05:46:37.000Z,This is my first time using Flixbus for my first trip in europe. | I think Flixbus is very convenience to many place in europe.
Flixbus UK,Everything  was nice.The bus was very…,4,,2024-11-12T18:47:37.000Z,Everything was nice.The bus was very clean and the route was ver smooth.
Flixbus UK,Unreliable comes to mind .,1,,2024-11-12T15:05:51.000Z,"Unreliable comes to mind or sums up this excuse of a Coach Company . Booked tickets well in advance to pick up me and my partner from Nottingham to take us direct to Heathrow Airport. Thought because of their magnificent advertising we were confident that our transport to Heathrow was 100% especially as we were flying to the Philippines the same day . On the evening before we were to travel on FlixBus around 9pm my partner whilst checking her emails,noticed there was an email from FlixBus saying they had cancelled the coach with no explanation or alternative , might I hasten to add we were to board the bus at 2am leaving us with 5 hours to organise alternative/ reliable transport being National Express. | FlixBus stated that they would compensate us for up to the value of a second class train ticket . To date we haven’t been compensated even after following their protocol of sending them the invoice . | My conclusion of this company if getting to your destination is important don’t use this coach company so AVOID!"
Flixbus UK,Ridiculous experience,1,,2024-11-12T14:33:39.000Z,"I had a ridiculous experience from Birmingham to Bristol on 9/11/24. My bus was delayed by 45 mins, the bus finally arrived at 6:30pm. The ticket shows travel time is 1 hr 55 mins. The driver drive in to Gloucester Service Southbound at 8:10pm. It just 36 mins (32mi) away to destination (Bristol bus station). Driver told us he needs take 45 mins break and the bus will resume at 9:00pm. OMG!!!!!!! It totally unfair for all customers take a long break with driver and unacceptable. | Of course, if driver feeling unwell or bus technical issue need to cool down, I fully understand the situation. However, I don't think any issues happened. | How ridiculous the driver need to take 45 mins break for just 2 hrs journey. If I need to catch the other bus or flight who to bear this delay? | If 45 mins break per every trip (no matter the distance) is your company policy for driver, you should included into the travel time, customer can aware the total travel time. | Finally, I spent total 4 hours for 87mi! !!!!!!"
Flixbus UK,Poor customer service and uncomfortable travel conditions,1,,2024-11-12T08:32:15.000Z,"**Trustpilot Review for FlixBus** |  | Rating: ★☆☆☆☆ |  | I had a terrible experience with FlixBus and would not recommend it to anyone. My bus was delayed by over an hour, and FlixBus did a poor job informing passengers about what was happening. I was left stranded at an outdoor bus stop in 6°C weather at 11 pm with no update, shelter, or support from the company. |  | When the bus finally arrived, both the driver and the assistant were rude and dismissive. Neither spoke English, which made it impossible to ask any questions or get help. The bus was freezing inside with no blankets provided, making the already uncomfortable situation even worse. To top it off, the driver played loud music throughout the night, which could be heard even on the upper deck, making it impossible to get any rest. |  | This was one of the worst travel experiences I’ve ever had. If you’re considering FlixBus, be aware of their lack of communication, poor customer service, and uncomfortable travel conditions. I strongly recommend looking at other options, such as train (even if there are 2-3 changes)."
Flixbus UK,"Airport bus, Stockholm - efficient",5,,2024-11-12T07:29:05.000Z,"Airport bus in Stockholm - saved me a fortune compared to the express train but was only slightly slower. Nice clean bus, exactly on time, easy to find the station with google maps."
Flixbus UK,Amazing service by Driver,5,,2024-11-12T05:43:55.000Z,Amazing service with very friendly and cooperative drivers... I must say that Drivers work with heart and they try their best for smoother journey and ready to help out of the way...
Flixbus UK,Straight forward,5,,2024-11-11T20:48:33.000Z,Straight forward
Flixbus UK,Dreadful company,1,,2024-11-11T19:34:58.000Z,"Dreadful company. Please don't use them. I had booked 2 tickets for Edinburgh and the bus was late. No notification btw. There were issues with the buses. Plural. And I wasn't confident I would get to Edinburgh on time for my event. I went with city link instead, and it was cheaper. Flixbus think I should have waited up to 2 hours. I was on time. I booked my bus to be in Edinburgh in plenty time. This company let me down and stole my money by refusing a refund. Don't use them"
Flixbus UK,Arrived on time and friendly staff…,5,,2024-11-11T18:22:35.000Z,Arrived on time and friendly staff especially at the Edinburgh bus station
Flixbus UK,Flixbus from Chicago,5,,2024-11-11T15:42:12.000Z,Used Flixbus from Chicago to Indianapolis recently. A very new bus with comfortable seats for the 4-hr journey. Good driver and felt very safe. Would recommend.
Flixbus UK,Excellent drivers,5,,2024-11-11T11:56:17.000Z,"Excellent drivers, pleasant and friendly."
Flixbus UK,The ease of use of the booking system,5,,2024-11-11T03:26:58.000Z,"The ease of use of the booking system . I drive everywhere, so panic set in , but I can’t believe how affordable and straight forward booking was ! Thank you xxx"
Flixbus UK,Do not trust if you are going to…,1,,2024-11-10T23:48:26.000Z,"Do not trust if you are going to Heathrow airport, twice now they have just moved my service to the next day, great except I work at Heathrow and need to be there the day I booked it for to do my job. Terrible customer service and follow-up be warned avoid if you have anywhere you need to be on a specific day or time, you probably will get there the next day. If you have all the time in the world travel FlixBus they will eventually maybe get you to where you need to be.Appalling they are allowed to operate in the uk doing this,"
Flixbus UK,Really easy to book,5,,2024-11-10T15:51:07.000Z,Really easy to book. Clean buses and reliable
Flixbus UK,Easy to book,5,,2024-11-10T15:41:11.000Z,Easy to book. Excellent app
Flixbus UK,"Untrustworthy, Fake company, do not trust",1,,2024-11-10T15:32:17.000Z,"How dare you change my booking time without letting me know the reason why. I've got a flight booked for 8am, was supposed to get into London for 6am and now you've not only cancelled my ticket but not gave a reason why, and instead of apologizing for your major fukup you've decided to charge me more and give me a much later bus which will get me into London for 8:30am.. are you all RETARD3D? AND NO CUSTOMER SERVICES EITHER? 8AM TO 8PM MONDAY TO SUNDAY MY ASS. YOURE SHUT RIGHT NOW. IM FURIOUS. And if you reply with an apology, you can simply shove your apology up your dumb asses. When I see the driver in the morning I'm having a fight. Your fault"
Flixbus UK,bus trip was most satisfactory…,5,,2024-11-10T13:54:40.000Z,bus trip was most satisfactory comfortable seating good and polite driver
Flixbus UK,"Very easy site to navigate round,also…",5,,2024-11-10T09:09:31.000Z,"Very easy site to navigate round,also travelled before with Flixbus ,very comfortable and friendly staff."
Flixbus UK,The ride,4,,2024-11-09T16:34:02.000Z,"The ride was very comfortable and departed on time, though difficult to locate at the terminal without any indication where the bus would stop. The only way to locate it was by asking several drivers who's directions were not consistent."
Flixbus UK,It's very good,5,,2024-11-09T14:12:18.000Z,It's very good
Flixbus UK,Good service,5,,2024-11-09T12:53:13.000Z,"Bus was on time, driver was very polite, bus was very clean and comfortable."
Flixbus UK,Very impressed,5,,2024-11-09T12:49:05.000Z,"Very impressed, needed to use when airline stitched us up by cancelling flight and getting us back to wrong airport. Very impressed with Flixbus, sensible prices, happy driver and very modern clean bus. Would use again."
Flixbus UK,Excellent website services,5,,2024-11-09T10:26:59.000Z,The website is easy to navigate and also cheap and faster
Flixbus UK,Excellent Service,5,,2024-11-09T08:17:18.000Z,"I usually use the train for journeys like this but due to a change in circumstances I need to save money so I got this bus. It was really surprisingly good. Modern, clean, comfortable vehicle with phone charging port, friendly driver and real-time updates via text. Got me to my destination on time and for £12 instead of £28 for a 85 mile journey. Excellent service and will be using the service again."
Flixbus UK,Brillant can’t ask for more,5,,2024-11-09T06:37:25.000Z,Brillant can’t ask for more
Flixbus UK,Comfortable and on time,5,,2024-11-09T06:26:24.000Z,
Flixbus UK,Very easy to book great price,5,,2024-11-09T01:47:06.000Z,Very easy to book great price
Flixbus UK,"IF IT GOES WRONG, IT'S A DISASTER!",1,,2024-11-08T21:19:48.000Z,"Flixbus booked us onto a bus from Yalova to Izmir in Turkey.....which didn't exist. We had to buy a second ticket to replace that issued and despite weeks of emails and chats online, still no refund. | IF IT GOES WRONG, IT'S A DISASTER!"
Flixbus UK,Easy to book and great prices,5,,2024-11-08T18:10:18.000Z,
Flixbus UK,👋 Hi All,3,,2024-11-08T17:00:07.000Z,"👋 Hi All | Had super good trip in 🇩🇪 Germany last year, all in time to Belgium . | Unfortunately in Seotember my coach from London Finchley Rd to Manchester got cancelled , I re booked from London Victoria - Manchester + it got cancelled again for the next day, I then had enough + bought a train ticket + stayed another night at a hotel. I got a refund from Flix bus but main rides from city to city should get an emergency coach in order to avoid travellers experiencing a tragedy after cancellations. I still will use Flix bus but the management needs to avoid cancellations at all costs. The coaches are comfy + clean, staff was polite. 🎄🎄"
Flixbus UK,"Almost, a first time user",5,,2024-11-08T00:34:59.000Z,Such an easy process to select the journey and pay the fare!
Flixbus UK,Bus was okay left late,4,,2024-11-07T22:12:22.000Z,Bus was okay left late
Flixbus UK,My last travel from London to Sheffield…,1,,2024-11-21T17:46:53.000Z,My last travel from London to Sheffield 830 morning time it was cancelled and it’s damage to me to my business to that day because I arrive to Sheffield with delay and unfortunately I lost my job. That’s very bad experience from you.
Flixbus UK,Easy process,5,,2024-11-07T13:03:00.000Z,"Easy to organise, and straightforward."
Flixbus UK,It was clean and though a bit late,5,,2024-11-07T09:19:56.000Z,"It was clean and though a bit late, perfect in everyway"
Flixbus UK,Easy to buy!,5,,2024-11-07T00:55:10.000Z,
Flixbus UK,Clear screens and precise details,5,,2024-11-06T23:16:55.000Z,Clear screens and precise details |  | I would include rolling dates as an option for the user : including times.
Flixbus UK,Good seating,5,,2024-11-06T22:59:09.000Z,Good seating
Flixbus UK,Worst Company and Useless Customer Service,1,,2024-11-06T22:17:09.000Z,"This has to be the worst Coach company in the uk. Got on the Flix bus service UK-N11 from Edinburgh to Aberdeen on the 12th of October 2024. On getting to Aberdeen later than scheduled time. In a hurry to meet up with my next bus to Portlethen, I accidentally left my luggage in the bus luggage compartment. On realizing my error, i dashed back to the bus stance but the bus driver had just shut the door and about to begin his manoeuvre. He didn't even acknowledge me despite my yelling and chasing the bus. Immediately reported the missing luggage to Flixbus. Didn't get a response until 12 days later saying they had found my luggage and it was safe at one of their depots. Responded immediately wit the required information. Fast forward to 8 days later, i got an email saying they don't have my luggage. Called the customer service a couple of time and i must say the customer service representatives are the most appalling, clueless and useless reps ever. No idea of their company product, processes and no understanding of their job roles. One had the Audacity to hang up the call after yelling at me. Its been emails after emails to the Lost and found email address, with no response. Lets not mention the losses i'm having to count and the mental torture their shambolic service has caused myself and my family. We have offered to drive down to whatever depot the luggage is been held to retrieve it but they have refused to give details. | I'll be taking my time and give the a month after which i'll be taking legal action against them. Already raised a complaint and no response yet. | Advice all and sundry to avoid them like a plague. They are as useless as the K in KNEE."
Flixbus UK,Not a Reliable Service,1,,2024-11-06T19:11:29.000Z,The Bus Route is wrong from Coming from Glasgow to Manchester. Lancaster there was about 2 people to pick up. They got held in Morning Traffic School Traffic and Work Traffic. They spent 3 hours in Preston alone..3 hours late is something I can't use for reliable service. Maybe it would help if they sold snacks and drinks like in the Trains Rubbish Service I urinated in a bottle because the Toilet was out if order
Flixbus UK,Better than peeling potatoes,5,,2024-11-06T18:51:49.000Z,"This was a quick and easy way of booking a coach trip at short notice without any nonsense and at a very good price, compared to the train companies that necessitate taking out a small mortgage in order to just get halfway across the country. | The booking experience was way better than, let’s say, peeing a bag of potatoes, or raking up an acre’s worth of leaves in the rain. Recommended"
Flixbus UK,Confort of the bus and the location of…,4,,2024-11-06T14:37:39.000Z,Confort of the bus and the location of both bus stops. | Altough there were no internet on the bus.
Flixbus UK,Great experience for business travel,5,,2024-11-06T12:41:47.000Z,"The Coach was squeaky clean (including the toilet), driver polite, left bang on time. Honestly, I’m rethinking my business travel."
Flixbus UK,Comfortable and Affordable Travel Experience from London to Cardiff with FlixBus,5,,2024-11-06T06:55:23.000Z,"I recently traveled from London Heathrow to Cardiff with FlixBus and found it to be a pleasant, budget-friendly experience with affordable tickets, a smooth and comfortable ride in a clean bus, punctual departures and arrivals, onboard Wi-Fi and charging ports that were convenient for staying connected, making it overall a reliable and cost-effective option for intercity travel."
Flixbus UK,So easy and convenient,5,,2024-11-06T00:01:13.000Z,So easy and convenient
Flixbus UK,Great journey,5,,2024-11-05T16:34:45.000Z,"Reliable, very reasonable price. And easy booking experience."
Flixbus UK,It was very easy and i am useless with…,5,,2024-11-05T13:31:46.000Z,It was very easy and i am useless with anything techy
Flixbus UK,And the travel cost is always competitive.,5,,2024-11-05T09:53:15.000Z,"The good observation is to have always available tickets with good price. | sometimes the coach is delated in departure, but the drivers try to arrive in London in time."
Flixbus UK,Glasgow to Inverness,5,,2024-11-05T03:33:46.000Z,"Saturday 2nd November 2024, Glasgow to Inverness. First time going by coach, amazing price, clean comfortable, free WiFi, very pleasant helpful driver. Returning journey Sunday 3rd November 2024 exactly the same experience, thanked our driver Jack for getting us home safe and sound. Highly recommend 5 stars ⭐️⭐️⭐️⭐️⭐️"
Flixbus UK,I had a shocking and distressing…,1,,2024-11-04T20:32:29.000Z,"I had a shocking and distressing experience with FlixBus on September 28, which I believe travelers should be aware of when considering this company. What should have been a simple journey from Middlesbrough to London turned into a traumatic ordeal due to the behavior of the crew. |  | The bus was 30 minutes late, leaving my relative and me waiting outside at midnight in near-freezing conditions. The bus stop itself was just a local stop, with no shelter to protect us from the cold, wind, or potential rain, and there were no toilet facilities. We were both freezing and uncomfortable by the time the bus arrived, and I asked a simple question about the delay and how long we’d need to wait to board. |  | To my surprise, the female driver responded with aggression and outright hostility. She shouted at me, telling me that she was ""the boss"" and that she didn’t need to answer my questions. Her attitude quickly escalated, and she even threatened not to let me on the bus. I tried to explain that I had a connecting flight to catch, but when I stood at the bus entrance, the driver and her colleague blocked my way, attempting to shut the door in my face. At that moment, I genuinely feared for my safety, feeling vulnerable, humiliated, and deeply unsettled. Being verbally attacked, physically blocked from boarding the bus, and made to feel vulnerable in such a dangerous situation has left me with serious concerns about my safety when traveling with FlixBus |  | In the end, I had no choice but to apologize repeatedly just to be allowed on board. This behavior was not just unfriendly—it was abusive and entirely unprofessional. |  | As someone with a traumatic disorder, the incident left me shaken and in tears for much of the journey. This was an appalling experience, especially for my first trip with FlixBus. I had heard positive things about their service in other countries, but my experience in the UK has been anything but reassuring. |  | I have since reached out to FlixBus, hoping they’ll take serious action to prevent similar incidents in the future. If you’re planning to travel with FlixBus, especially in the UK, please be aware that customer service and accountability may not meet expectations, as my experience has shown."
Flixbus UK,done this route before,5,,2024-11-04T14:31:37.000Z,done this root before. enjoyed the experiance
Flixbus UK,Comfortable journey.,5,,2024-11-04T09:24:26.000Z,Comfortable journey.
Flixbus UK,Great,5,,2024-11-03T23:02:59.000Z,Great! Super easy!
Flixbus UK,Easy even an old lady can do it,5,,2024-11-03T17:07:22.000Z,Ease of use.
Flixbus UK,Really good,5,,2024-11-03T02:38:17.000Z,
Flixbus UK,The bus was on time and was comfortable,5,,2024-11-02T23:26:13.000Z,
Flixbus UK,A positive experience!,5,,2024-11-02T21:25:31.000Z,"On time, very friendly drivers, overall a very good experience!"
Flixbus UK,Extremely efficient,5,,2024-11-02T19:08:11.000Z,"Extremely efficient, thank you!"
Flixbus UK,Direct and comfortable connection to airport.,5,,2024-11-02T13:27:55.000Z,"The ride was on the schedule. The driver provided clear information like where to put my luggage, always said the stop's name, and the break's length. I was positively surprised by the comfort. What I like about the company in general is that it offers direct connections to airports."
Flixbus UK,Nice,5,,2024-11-02T10:13:33.000Z,The service was satisfactory
Flixbus UK,I took my journey from albafura to Lisbon…,5,,2024-11-02T09:30:07.000Z,"I took my journey from albafura to Lisbon and back with flix bus. I downloaded the app which is extremely simple to use. I had no issues booking tickets. The bus stops were easy to find and the coaches were smooth and reasonably comfortable. We stopped halfway on the journey at the services for a toilet break. Visiting Lisbon was amazing and I would recommend it to everyone. You can buy a day pass/ticket for the trains, trams and busses for around 6.80 euro in the station below the bus depot. This will get you everywhere. The only struggle I had was which side to get on the transport in Lisbon. The information available is very difficult to understand. Don't be afraid to ask the Portuguese are very helpful and speak good English."
Flixbus UK,They should travel with Flix Bus because it is the best Bus.,5,,2024-11-01T20:54:39.000Z,The experience for me with Flix Bus it was great and amazing.
Flixbus UK,RACIST RUDE DRIVER,1,,2024-11-01T17:39:04.000Z,"RACIST RUDE DRIVER |  | Trip Details: | Date: November 1, 2024 | Departure: 13:10 from London Finchley Road | Arrival: 15:35 at Leicester St. Margaret’s | Bus Line: UK005, Direction Leicester |  | I had an extremely disappointing experience on my recent FlixBus journey (Bus Line UK005 from London Finchley Road to Leicester St. Margaret’s on November 1, 2024). The driver’s behavior was appalling—rude and unprofessional from the start. Midway through the trip, he abruptly stopped the bus and started yelling at passengers about using their phones, creating a tense and uncomfortable atmosphere. He targeted a young Chinese woman specifically, making offensive, racist comments, and attempted to mock her conversation. The driver appeared exhausted, as though he hadn’t slept in days, and his aggressive demeanor only heightened the anxiety on board. This kind of treatment is unacceptable, and I sincerely hope FlixBus addresses this issue to ensure future passengers aren’t subjected to such disrespectful behavior."
Flixbus UK,Ok easier than i thought,5,,2024-11-01T13:49:34.000Z,
Flixbus UK,Very good experience.,5,,2024-11-01T13:40:11.000Z,Very good experience. |  | Smooth transfer and on time.
Flixbus UK,Drivers too rude and unfriendly,1,,2024-11-01T10:14:52.000Z,Drivers most of them too old . They can’t handle luggage. Also speaking to passengers quite rude .
Flixbus UK,Travelling with two young children,5,,2024-11-01T09:53:50.000Z,Travelling with two young children can be a nightmare but travelling with Flixbus was a dream. The seats were comfortable and spacious and the bus was clean. The bus tracker on the app meant that we were able to see where the bus was and how long we had to get snacks before our journey. Thank you Hayley Russell for the recommendation- we would definitely use Flixbus again.
Flixbus UK,It was a nice trip,5,,2024-11-01T06:35:10.000Z,"It was a nice trip, except Wi-Fi not working."
Flixbus UK,Very good thought and encouraging…,5,,2024-11-01T00:17:22.000Z,Very good thought and encouraging driver gave us sweets and was very thought reminding everyone that they matter on this earth
Flixbus UK,The driver was very good,5,,2024-10-31T21:57:56.000Z,"The driver was very good, he explained the trip, asked if everyone was OK, and got us to the destination on time."
Flixbus UK,Excellent,5,,2024-10-31T20:02:50.000Z,"Punctual, clean and modern bus, and cheaper than their competitors. What's not to like."
Flixbus UK,Very easy to book,4,,2024-10-31T17:18:48.000Z,
Flixbus UK,Bang on time,5,,2024-10-31T11:09:01.000Z,"Bang on time. Clean. Plenty of legroom. Working Wi-Fi. Decent price, too. |  | I’ll be back!"
Flixbus UK,"Great, affordable service.",5,,2024-10-31T00:31:48.000Z,"Have used the services of Flix a few time. Swift, affordable, clean and a pleasant journey. | Comfortable and access to usb charger ports."
Flixbus UK,I was denied boarding when travelling…,1,,2024-10-30T14:53:03.000Z,"I was denied boarding when travelling to Paris as I didn’t not bring a car seat to travel with for children 3 and under, nowhere on the booking site does it state such a vital piece of information when booking. The coach staff were extremely rude and handled the situation in the worst way possible in front of me my 1 year old child and many bystanders I went back and forth with customer service and they refused to give me a full refund stating that the information is on there help section on their website however vital information should be stated when booking so adequate arrangements can be made before travelling not everyone has access to a car seat had I known I wouldn’t of booked that method of travel first and last time booking with FlixBus."
Flixbus UK,Hey can I change my booking the other…,5,,2024-10-30T14:00:41.000Z,Hey can I change my booking the other way
Flixbus UK,It was great,5,,2024-10-30T12:10:48.000Z,It was great. There isn't much space to put your legs but for the price I am well happy.
Flixbus UK,The perfect ride,5,,2024-10-30T09:32:41.000Z,"The bus was on time. Drivers changed in Newport. | Nice leg room, comfy seats and a USB charger on every seat. Very pleased with the price too"
Flixbus UK,Good service from Brussels to…,4,,2024-10-29T15:28:07.000Z,"Good service from Brussels to Amsterdam. Bus was clean and comfy. Driver was helpful and drove smoothly. Wi-Fi didn’t really work and the signs to the bus stop could have been better, but all in all would do it again"
Flixbus UK,Avoid.,2,,2024-10-29T13:15:53.000Z,"Booked a trip for February, the event was cancelled so I cancelled my trip. They put my refund in to an unwanted travel voucher and demanded I accept this. When I requested my own money, that was not owed to them as I had no received any form of service, they said no, even though on their website it says you have the legal right to be refunded in to your bank. | I ended up contacting my bank who claimed the refund on my behalf. Would never recommend them again.."
Flixbus UK,Lots of leg room,5,,2024-10-29T11:04:25.000Z,"Lots of leg room, friendly driver, bus was clean and comfortable. I managed to book this last minute and was still able to reserve a seat."
Flixbus UK,Comfortable and reliable transport with…,5,,2024-10-29T07:29:06.000Z,Comfortable and reliable transport with a nice driver from York to Manchester. On time.
Flixbus UK,Comfortable,5,,2024-10-29T07:12:22.000Z,"A comfortable, convenient and inexpensive travel solution."
Flixbus UK,Easy and cheap,5,,2024-10-28T17:26:20.000Z,
Flixbus UK,Excellent work and very polite drivers…,5,,2024-10-28T16:39:12.000Z,Excellent work and very polite drivers so I enjoy travelling with FlixBus and my son also .
Flixbus UK,On time nice bus driver,5,,2024-10-28T14:12:49.000Z,"On time nice bus driver, very good experience"
Flixbus UK,From Toronto to Nigeria falls was…,5,,2024-10-28T14:01:41.000Z,From Toronto to Nigeria falls was amazing warm comfortable seating polite driver and on time
Flixbus UK,Great experience with Flix Bus from London to Birmingham!!!,5,,2024-10-28T12:53:27.000Z,Great experience with Flix Bus from London to Birmingham. Very convenient. Friendly driver that was very kind and willing to help with the bags. Would highly recommend FlixBus!!
Flixbus UK,Great value and experience. I will use again.,4,,2024-10-28T14:29:06.000Z,"The booking process quick & easy. | The condition of the coach is great, comfy seating and WiFi/charging ports. | Seating can be confusing as people don't realise they have seating allocated and people sitting in the wrong seats. So check your seating prior. | Pick up/ drop off points not very clear. I think maps would be good so no confusion. Bus stop location should be clear."
Flixbus UK,Do not ever ever ever use Flixbus - ever.,1,,2024-10-28T10:24:21.000Z,"Do not ever ever ever use Flixbus - ever. Appalling. |  | Booked, paid for, 100% confirmed Bristol > London > Ghent Oct 27-8 2024. Long voyage with a 6 hour wait from 01h to 07h in Victoria Bus Station. Refused boarding. |  | Reason: nothing wrong with my ticket, they had just decided not to stop at Ghent and Den Haag (even though it was still up there on the bus 'header'). Without informing me and the six other people with perfectly valid tickets. Took ages for the Flixbus people at the station to find this out, because they had not been told in advance either. Fundamental, appalling, incompetent and insane non-service, |  | Their 'excuse'? 'Operational reasons'. The email came in 20 minutes after the bus left the terminal. Can't even spell 'cancellation' properly. |  | The remedies? Wait until the evening bus (delaying my trip by many many hours when already I had waited hours without sleep), get a full refund, and/or take 2nd class train, that I pay for up front and then wait on them to reimburse me. As if I believe they ever would. |  | I'm a (now very tired) female old age pensioner! For sure I'm going do my best to make them pay for this chaos and discomfort."
Flixbus UK,Outstanding customer service,5,,2024-10-28T10:02:54.000Z,"Bus driver very friendly and helpful at Edinburgh bus station 745 this morning. After a late flight into Manchester and a 7 hr bus ride with a small child, we arrived at Edinburgh and couldn’t get the FlixBus app to load to book the last leg of our trip, was panicking about not making the bus but he was able to help me find the route and pay and totally calmed me down. Outstanding service! Seats were really comfy, could recline, and all had usb sockets, very clean, perfect temperature, WiFi, surprised how low price they are for the level of service and comfort you get compared to other bus companies. Also used the service Vejle to Copenhagen and bus was great. Will be using Flix bus as my go-to for travel from now on. 5 star 🌟"
Flixbus UK,Punctual,4,,2024-10-28T09:41:53.000Z,Punctual. Good driving. Friendly driver. | It would be 5 star if there are different USB types for power source.
Flixbus UK,Provide onboarding  SOP to driver with considering FIFO,1,,2024-10-28T06:03:50.000Z,"I came to the Newport bus stop 8:30 am with my family,bus was schedule to start at 8:50 am,it arrived at 8:45 am, the driver who drived the previous shift shouted at me without any reason and he went to load baggages without considering FIFO ,its ok if I was alone,I had to carry my baby and were waiting at the door 7min even I came early, but after that another driver came and drove the bus to London.(042). When we were returning to newport from London (21:30) there was lady driver and she is good and her onboarding method was different.Both trips we had good comfortable time."
Flixbus UK,Easy to book,5,,2024-10-27T19:28:18.000Z,
Flixbus UK,Way cheaper than National Express!,5,,2024-10-27T16:21:00.000Z,"My first try with Flixbus. The search engine, booking and payment process is very smooth. The fare is cheap (£10.99) but take note that it charges a £1 booking fee, but it still works out much cheaper and better timing than NatExp (£25.20!). Compared the two companies before you book."
Flixbus UK,My bus is delayed for 3 hours 19…,1,,2024-10-27T13:46:55.000Z,My bus is delayed for 3 hours 19 minutes. | The trip was Kopenhag to Berlin 08.00 a.m. to 16.50 |  | The customer service is rejected to make a refund. |  | Please don't trust their terms of policy which is written in website. |  | That was totally unsatisfying and frustrating experience that i had
